tid,track,track_url,release_date,duration_ms,explicit,track_popularity,markets,albid,album,album_type,artid,artist,genres,artist_popularity,danceability,instrumentalness,speechiness,valence,loudness,added_at,lyrics
6g8Ztyoym7VNLEzl8alsJK,Move,https://open.spotify.com/track/6g8Ztyoym7VNLEzl8alsJK,2021-10-13,150491,True,56,185,3Nt7p3GrkB4QeT1AKONY8U,Move,single,68R39izwNAztATrXMOqkJS,Bad Boy Timz,"['afrobeats', 'nigerian pop']",48,0.646,0.00158,0.129,0.649,-4.166,2024-05-31,
5JiTgli1D3CpDsFpDFDgyJ,Blood Tonic,https://open.spotify.com/track/5JiTgli1D3CpDsFpDFDgyJ,2024-03-08,167423,False,35,185,7kIoxsjk34Il4LwfY89E4A,Blood Tonic,single,0PC3YLVMq3svBBqVtgrDI9,Guchi,['sierra leonean pop'],37,0.577,0.00812,0.47,0.261,-8.549,2024-05-31,
19btQ53wBdXoaOC9REkxv4,No Yawa,https://open.spotify.com/track/19btQ53wBdXoaOC9REkxv4,2023-04-12,156000,False,26,185,21aIGAJkB04W60OPlkZcSQ,No Yawa,single,16pK3YXYLCyvrFwq2BJoXH,Okwi,[],13,0.832,0.000784,0.0423,0.665,-10.531,2024-05-31,
6BWgLorAwF17ofyu8361HM,Cast,https://open.spotify.com/track/6BWgLorAwF17ofyu8361HM,2023-11-10,129123,True,69,185,14VJEhvxRCOsNtcwjjBxwR,Presido La Pluto,album,4TKhxSkqClXrdtUWgKqHVU,Shallipopi,['afrobeats'],63,0.91,1.22e-05,0.0735,0.876,-4.224,2024-05-31,
1U6ym4flITY7ILHMgefRTu,Pray For Me,https://open.spotify.com/track/1U6ym4flITY7ILHMgefRTu,2022-10-25,192470,False,0,0,4uSiGSqnMzlxBcgcAm50Tp,Pray For Me,single,3hOS1riVLyItJ4VmQlnWkk,Kayzeerizy,[],0,0.838,1.28e-06,0.337,0.871,-8.024,2024-05-31,
0OTos4FqtEgdOClbTFDg6D,Je M'appelle (feat. Ayo Jay),https://open.spotify.com/track/0OTos4FqtEgdOClbTFDg6D,2022-09-07,206370,True,52,185,0hF4X9O2CDVKkowMz3SIdy,ovrdose.,single,4Xj0nxVO4r7PLEaw7LRiBa,melvitto,"['afrobeats', 'nigerian pop']",61,0.749,0.00596,0.135,0.199,-6.42,2024-05-31,
0I5l2lMLSLFUcTEKWwC1O5,Kiss 'N' Tell,https://open.spotify.com/track/0I5l2lMLSLFUcTEKWwC1O5,2023-10-27,141941,False,48,185,5ymb4OcOb0HkTHVaruOQ9B,Kiss 'N' Tell,single,6xjZjxAxA1nxvIBPbOpAa0,Soundz,['afrobeats'],54,0.885,0.00389,0.0405,0.766,-5.234,2024-05-31,
1Bv9hd3GNquQA1Cw2dnNTM,Godly - Mixed,https://open.spotify.com/track/1Bv9hd3GNquQA1Cw2dnNTM,2023-04-03,77244,False,0,0,3C9hA0lztFDKtkh6fnw9t1,NO COILING MIXES II-BLVCKBOYYS AVENUE (DJ Mix),album,5yOvAmpIR7hVxiS6Ls5DPO,Omah Lay,['afrobeats'],71,0.816,0.0587,0.19,0.838,-8.292,2024-05-31,
7CIzqVH1N2BxHPavv5CLWz,Ayo Girl (Fayahh Beat) [feat. Rema & Tempoe],https://open.spotify.com/track/7CIzqVH1N2BxHPavv5CLWz,2023-01-05,167271,False,37,184,2JoPRQl4Nye9kJ9icFiKXv,Ayo Girl (Fayahh Beat) [feat. Rema & Tempoe],single,352VD5fhV8xzAFcmO7lMwg,Robinson,[],54,0.657,0.0,0.0879,0.787,-5.331,2024-05-31,"[""You say I ain't shit, but you love that shit"", ""Your friends send me pics; that's when you got pissed"", ""But if she ain't a ten, I ain't touchin' it"", ""I know why you bitchin', I'm a dog with it"", ""You know all my coupe's got no roof roof"", 'You do it with no hands, call ya bluetooth', ""Me and you was gang, you're my thug misses"", ""The ting you got on, got 'em all singin'"", 'Aye you girl in the tight up skirt', 'Way that you move make my heart start to hurt', 'Aye you girl in the tight up shorts', 'You speed up ten more beats to my heart', 'Aye you girl in the jeans?', 'How you fit them tings?', 'Do you hear me calling you?', 'Do you hear me calling?', 'Do you hear me calling?', 'Who baby girl? know I love ya', 'It be the reason many man want you', ""If he wants the war I'd be die for you"", ""But if I die it means I gon' lose"", 'Me every day live life solo', ""Many girls don't do me, why you?"", 'No, baby, only you I know', 'And when they all know my name I fall', 'Aye you girl in the tight up skirt', 'Way that you move make my heart start to hurt', 'Aye you girl in the tight up shorts', 'You speed up ten more beats to my heart', 'Aye you girl in the jeans?', 'How you fit them tings?', 'Do you hear me calling you?', 'Do you hear me calling?', 'Do you hear me calling?', ""Girly, I don't mean to be rude"", 'Girly, when they put me in the mood, oh baby', 'Yeah, the way they tight up me screw, oh na', 'And even you drive me crazy', ""Baby, I don't mean to be rude (Rude)"", 'Make a rude boy go crazy, crazy (Crazy)', ""I'ma be a fool for you, right now"", 'Maybe, maybe', 'Aye you girl in the tight up skirt (Tight up skirt)', 'Way that you move make my heart start to hurt', 'Aye you girl in the tight up shorts', 'You speed up ten more beats to my heart', 'Aye you girl in the jeans? (Yeah)', 'How you fit them tings?', 'Do you hear me calling you?', 'Do you hear me calling?', 'Do you hear me calling?', 'Jason Derulo']"
5UwxpuGHkwiojKDaPC5ZNu,Joha,https://open.spotify.com/track/5UwxpuGHkwiojKDaPC5ZNu,2022-09-07,148000,False,66,185,0lzPMIAYhhUSD2BPT0VQWI,Mr. Money With The Vibe,album,3a1tBryiczPAZpgoZN9Rzg,Asake,"['afrobeats', 'nigerian pop']",71,0.819,0.201,0.0698,0.77,-8.221,2024-05-31,"['Tune in to the King of sounds and blues', ""C'est comment les frères"", ""Ç'est moi le gars de l'argent"", 'Oya', 'Hola como estas', 'They wan make I change my style', 'Kilo kan boys, kilo kan federal', 'Mr Money no dey waste time, shey you no remember?', 'Ogaranya (Oh, oh), ebelesu ah (Ebele)', 'Make we just dey fire dey go, ko de ni suwa', ""Olomi'miokere, tori ikebe na super"", 'Shey your bumbum fami gan gan, ki le gbe hallelujah', 'Joha', 'Mo ni sowa (Joha)', 'Toba wa (Joha)', 'Kojade sita (Joha)', 'Enu o shey durella (Joha)', 'Emi Godzilla (Joha)', 'Maradona (Joha)', 'Jo lo Coachella (Joha)', 'Emanuella (Joha)', 'Joha (Joha), jo joha (Joha)', 'Moni joha (Joha), jo joha (Joha)', 'Moni joha (Joha), jo joha (Joha)', 'Mi o fe wahala (Joha), jo jo joha (Joha)', 'I say la campagne tropicana (Okoko won pe ę)', 'Me I don dey high tey tey marijuana', 'Joanna jubadi bi omo Ghana', 'Oun jo homelando funmi, mo ya gbe skoda (Slow down, slow down)', 'Screw a nigga if a nigga think I give a fuck', 'Me I don dey street since when dem sing gongo aso', 'Apala no be soca, see my team dem no be feeders', ""Premier League is not UEFA, small body my engine bigger gan (L'eko)"", 'Joha', 'Mo ni showa (Joha)', 'Toba wa (Joha)', 'Kojade sita (Joha)', 'Enu o shey durella (Joha)', 'Emi Godzilla (Joha)', 'Maradona (Joha)', 'Jo lo Coachella (Joha)', 'Emanuella (Joha)', 'Joha (Joha), jo joha (Joha)', 'Moni joha (Joha), jo joha (Joha)', 'Moni joha (Joha), jo joha (Joha)', 'Mi o fe wahala (Joha), jo jo joha (Joha)']"
59OGomfNJnA70zq7pQxkff,Ijo (Laba Laba),https://open.spotify.com/track/59OGomfNJnA70zq7pQxkff,2023-07-21,186000,False,53,185,60dzSRKqWPNVTunBR1aHal,Trench to Triumph,album,3Uv5hfyuC7TkLsQ6p4ikSb,Crayon,"['afrobeats', 'nigerian pop']",59,0.818,0.00105,0.0574,0.583,-11.382,2024-05-31,"['E no finish oh', 'E no finish oh', ""Man no fit tire, everyday I'm on the road"", 'No limit oh', 'No limit oh', 'This na, nsobu', 'Uju, Turn down for who (Turn down for you)', 'Uju, Robo robo (Robo)', 'Hmm many things we can do (We can do)', ""Hmm tori I'm into you (In to you)"", 'Uju, Wire for you (Wire oh)', ""Tonight I'll be dancing all the pain away"", 'Yeah Yeah Yeah', 'Ijo laba laba', 'Hmm Gimme your hand and shoulder', 'Kosi isoro get up', 'Blessing for your head top', 'Ijo laba laba', 'Hmm Gimme your hand and shoulder', 'Ota no go get us', 'Better go locate us', 'Ijo laba laba', 'Hmm Gimme your hand and shoulder', 'Kosi isoro get up', 'Blessing for your head top', 'Ijo laba laba', 'Hmm Gimme your hand and shoulder', 'Ota no go get us', 'Better go locate us', 'Loud am like vuvuzela', 'No one can do you better', 'Jubadi, falala for me (For me)', 'Whyne am go go shorty (Shorty)', 'Love the energy tonight (Hmm Hmm)', 'Banku dey my side', 'But na you dey my mind', 'My uju E dun show', 'This na, nsobu', 'Uju, Turn down for who (Turn down for you)', 'Uju, Robo robo (Robo)', 'Hmm many things we can do (We can do)', ""Hmm tori I'm into you (In to you)"", 'Uju, Wire for you (Wire oh)', ""Tonight I'll be dancing all the pain away"", 'Yeah Yeah Yeah', 'Ijo laba laba', 'Hmm Gimme your hand and shoulder', 'Kosi isoro get up', 'Blessing for your head top', 'Ijo laba laba', 'Hmm Gimme your hand and shoulder', 'Ota no go get us', 'Better go locate us', 'Ijo laba laba', 'Hmm Gimme your hand and shoulder', 'Kosi isoro get up', 'Blessing for your head top', 'Ijo laba laba', 'Hmm Gimme your hand and shoulder', 'Ota no go get us', 'Better go locate us', 'Waoh Waoh Waoh', 'Crayway']"
7iWAMCRUadCuLCDSueJ8mu,Peace of Mind,https://open.spotify.com/track/7iWAMCRUadCuLCDSueJ8mu,2023-09-01,171683,False,41,185,3F886JEtegyU2CGjbvbv4I,The More The Better,album,6IhG3Yxm3UW98jhyBvrIut,Tekno,"['afrobeats', 'afropop', 'azontobeats', 'nigerian hip hop', 'nigerian pop']",56,0.882,0.000134,0.081,0.62,-3.083,2024-05-31,
36tVdsRWDbPBekxVYEWhph,Buga (Lo Lo Lo),https://open.spotify.com/track/36tVdsRWDbPBekxVYEWhph,2023-07-27,183103,False,63,185,2gbx0YcLDduf3oqujoq1fI,Maverick,album,1X6cBGnXpEpN7CmflLKmLV,Kizz Daniel,"['afrobeats', 'afropop', 'azontobeats', 'nigerian pop']",68,0.92,0.00222,0.105,0.961,-7.104,2024-05-31,"['Wake up', 'Collect your money (collect your money)', 'Wake-up', 'Collect your money (collect your money)', 'Wake-up', 'Gbera, gbera oh , gbera go get that mulla', 'Moni ko kala, kala gbowo yen oh', 'Kala gbowo yen lowo dealer', 'You don work, you don try try', 'You suppose to jaiye jaiye', 'Kilo kan mi kan person matter', 'Person wey don mad', 'When I land I land softly on a sofa floor', 'So far so good konibaje', 'Let me see, go low low low low', 'Let me see, go low low low low', 'Buga won', 'Let me, buga oh', 'Lemme see you dey buga', 'Go low low low low', 'Let me see, go low low low low', 'Buga won', 'Let me, let me see you dey buga', 'Go low low low low', 'Let me see, go low low low low', 'Buga won', 'Let me, let me see you dey buga', 'Go low low low low', 'Let me see, go low low low low', 'Buga won', 'Let me, let me see you dey buga', 'Gbera, gbera , gbera go get that dollar (wake up)', 'ko kala, kala gbowo gbowo yen lowo dealer', 'You don work, you don try', 'You suppose to be high', 'Kilo kan wan tan se bi ota', 'Person wey don mad', 'When I land I land softly on a sofa floor', 'So far so good konibaje', 'Let me see, go low low low low', 'Let me see, go low low low low', 'Buga won', 'Let me, buga won', 'Lemme see you dey buga', 'Go low low low', 'Let me see, go low low low low', 'Buga won', 'Let me, buga won', 'Lemme see you dey buga', 'Go low low low', 'Let me see, go low low low low', 'Buga won', 'Let me, buga won', 'Lemme see you dey buga', 'Go low low low', 'Let me see, go low low low low', 'Buga won', 'Let me see', 'Let me see', 'You don work you don try', 'You suppose to dey fine', 'You don work you don try', 'You suppose to dey fine']"
4zqRu31aWCiHeYMw9GptOO,Everything,https://open.spotify.com/track/4zqRu31aWCiHeYMw9GptOO,2024-02-09,166958,False,70,185,1WxjIKagr1Vgwk6XTxYh7X,Everything,single,1E5hfn5BduN2nnoZCJmUVG,Victony,"['afrobeats', 'nigerian pop']",68,0.744,0.00146,0.0415,0.887,-8.022,2024-05-31,"['Every, every', 'Everything for you', 'Yeah', 'Every, every', 'Everything dey for you', 'Abeggi make you do me', 'Do me, do me, do me', 'Make e your own pass Paul and Peter oh', 'MonaLisa oh', 'Shey make I kneel down dey start dey shout Mimo, eh', 'Make I see now', 'Me I no carry Japanese for my eye', 'So make you show me something wey go do me strong thing', 'Oh, make you do me things wey go make e bad man shout gbemidebe', 'Shout gbemidebe', 'You dey do the things wey go make Alaba come be like trade fare', 'Come be like trade fare', 'O girlie, do me things wey go make me shout ebelebe ah', 'She no need e visa to carry me trabaye oh', 'Trabaye oh', 'Every, every', 'Everything for you', 'Enemies, enemies', 'Enemies dey for you', 'Only me, only me', 'Only me cover you', 'Every, every', 'Everything dey for you', 'I keep it in check', 'She was a bad-bad nevertheless', ""Calling it quits now, baby, I'm a wreck"", 'Wreck, wreck, wreck, wreck', 'Needless to say, I keep it in check', 'She was a bad-bad nevertheless', ""Calling it quits now, baby, I'm a wreck"", 'Wreck, wreck, wreck, wreck', 'Oh, make you do me things wey go make e bad man shout gbemidebe', 'Shout gbemidebe', 'You dey do the things wey go make Alaba come be like trade fare', 'Come be like trade fare', 'O girlie, do me things wey go make me shout ebelebe ah', 'She no need e visa to carry me trabaye oh', 'Trabaye, oh', 'Every, every', 'Everything for you', 'Enemies, enemies', 'Enemies dey for you', 'Only me, only me', 'Only me cover you', 'Every, every', 'Everything dey for you', 'I know you scared of the unknown', ""You don't wanna be alone"", ""And you'll be in the dust"", 'Unless I stuck by ya', ""You're the sunflower"", ""You're the sunflower""]"
3eWpfsYgd5OL2QdwcVcF6Q,Bust Down,https://open.spotify.com/track/3eWpfsYgd5OL2QdwcVcF6Q,2024-02-01,196363,False,63,185,5WBwh4xPACk0mfi5J5vw1G,Bust Down,single,4mSWNal2Ixxf1zrXSTLoep,Zlatan,"['afrobeats', 'nigerian pop']",58,0.827,3.22e-06,0.0787,0.882,-6.324,2024-05-31,
747cO9FmyVvRCrsRusfwdL,reason,https://open.spotify.com/track/747cO9FmyVvRCrsRusfwdL,2023-06-14,147363,False,63,135,5EY6AWFCHJgcY00gUSnlrq,Boy Alone (Deluxe),album,5yOvAmpIR7hVxiS6Ls5DPO,Omah Lay,['afrobeats'],71,0.753,0.000234,0.245,0.869,-8.111,2024-05-31,"['Uh, my dear', 'My dear e my dear, oh my dear', 'My dear ah, my dear, my dear', 'How long will it take you to realize?', ""I don't know who to run to right now"", 'Army is opening heavy fire', ""I'm unsafe, but I'm still out here"", '(Fighting)', 'What are we doing my dear, my dear? (Fighting)', 'I surrender you myself, myself (Fighting)', 'My hands are in the air, in the air (Fighting)', 'Only time will tell the difference clear', 'What is the reason you do not have your own peace of mind?', 'Are you having fun or are you doing this thing to survive?', 'Are you taking the pictures of every memories of your life?', ""What's the reason why we're still out here?"", 'Shekeleke give me one, better finger two', 'Make a nigga suit and tie, let him fly like you', 'Showing you the route, you tryna untie my shoes', 'Is that good?', '(Fighting)', 'What are we doing my dear, my dear? (Fighting)', 'I surrender you myself, myself (Fighting)', 'My hands are in the air, in the air (Fighting)', 'Only time will tell the difference clear', 'What is the reason you do not have your own peace of mind?', 'Are you having fun or are you doing this thing to survive?', 'Are you taking the pictures of every memories of your life?', ""What's the reason why we're still out here?"", 'Fighting', 'Fighting', 'Fighting', 'Fighting', 'Along came Tuzi']"
6U9jxxdQ6TNzjshIpwWMTf,Ma Lo,https://open.spotify.com/track/6U9jxxdQ6TNzjshIpwWMTf,2017-09-22,182857,False,56,176,15Sj69bAIyYGBLuh1UhZKo,Sugarcane,single,1hNaHKp2Za5YdOAG0WnRbc,Tiwa Savage,"['afrobeats', 'afropop', 'azonto', 'nigerian pop']",59,0.788,2.86e-06,0.152,0.653,-4.577,2024-05-31,"['[Tiwa Savage:]', 'Spellz on the beat', 'Tiwa Savage on this one eyeh', 'Wizkid e yo wamama', 'Make you yarn am as the thing go', '[Wizkid:]', 'This kind thing I never see oh', 'My pressure dey high, calm me down oh oh', 'My girl hold unto me oh', 'Never ever leave me for crash oh', 'Girl you dey make me shiver oh', 'Girl if you leave I suffer oh', 'With you I get no wahala oh', 'I wan dey with you forever oh', '[Tiwa Savage:]', 'Robo skeke robo skeke', 'If no be you then tell me who oh', 'Them go sempe Them go sempe', 'Nobody messing with my boo oh', 'Robo skeske robo skeske', 'If no be you then tell me who oh', 'Robo skeske Robo yeske', 'Nobody messing with my boo oh', '[Wizkid:]', 'Ma lo oh, Jor oh', ""You give me love I've never seen oh oh"", 'Ma lo oh, Jor oh oh', 'Your love means so much to me', 'Ma lo oh, Jor oh', ""You give me love I've never seen oh oh"", 'Ma lo oh, Jor oh', 'Your love means so much to me oh', '[Tiwa Savage:]', 'No be what you do or what you say', 'My love is single no be plural', 'Brother no be mouth, but my bobo you be plural', ""Bonnie and Clyde, it's how I feel when I'm rolling with you"", 'Number one ni Africa bad girl', 'Starboy you know how we do', 'Nwa baby, you scatter my heart o', 'And you load my accounti oh, see I no go comoti oh', '[Wizkid:]', 'Ma lo oh, Jor oh', ""You give me love I've never seen oh oh"", 'Ma lo oh, Jor oh oh', 'Your love means so much to me', 'Ma lo oh, Jor oh', ""You give me love I've never seen oh oh"", 'Ma lo oh, Jor oh', 'Your love means so much to me oh', '[Tiwa Savage:]', 'Robo skeske robo skeske', 'If no be you then tell me who oh', 'Them Go sempe them go sempe', 'Nobody messing with my boo o', 'Robo skeske robo skeske', 'If no be you then tell me who oh', 'Robo skeske Robo yeske', 'Nobody messing with my boo oh', 'Uh Uh Uh Uh', 'I never see this kind of feeling', 'This love I believe in', 'Uh Uh Uh Uh', 'Even when I dey try to leave him', 'Something about this feeling', 'Ma lo oh, Jor oh', ""You give me love I've never seen oh oh"", 'Ma lo oh, Jor oh oh', 'Your love means so much to me', 'Ma lo oh, Jor oh', ""You give me love I've never seen oh oh"", 'Ma lo oh, Jor oh', 'Your love means so much to me oh']"
18t2ofQiViidZHxOBVjpD1,Koroba,https://open.spotify.com/track/18t2ofQiViidZHxOBVjpD1,2020-08-27,153876,False,60,184,0v0pKqegGprcnGYUGitYvO,Celia,album,1hNaHKp2Za5YdOAG0WnRbc,Tiwa Savage,"['afrobeats', 'afropop', 'azonto', 'nigerian pop']",59,0.85,1.12e-05,0.0611,0.93,-6.302,2024-05-31,"['If I follow politician', 'You go hear am for paper', 'Them go call am prostitution', 'Who no like enjoyment?', 'If money dey for pocket', 'Shebi na national budget o?', 'We go blow am like trumpet', 'Koroba koroba Koroba Koroba', 'Koro, oya carry am', 'Koroba Koro Kuru Koroba Koroba', 'Koro, oya carry am', 'Koroba koroba Koroba Koroba', 'Koro, oya carry am', 'Koro Kuru Koroba Koroba Koroba', 'Oya everybody carry something', ""He say darling I'm watching you"", 'Small thing you turn mugu', 'You come dey shout ole', 'The money you no work for', 'Bad commando', 'You carry overload', 'Yawa dey, igboro', 'Sho wole, ko wole', 'Koroba Koroba Koroba Koroba', 'Koro, oya carry am', 'Koroba Koro Kuru Koroba Koroba', 'Koro, oya carry am', 'Koroba Koroba Koroba Koroba', 'Koro, oya carry am', 'Koro Kuru Koroba Koroba', 'Koroba, oya everybody carry your something', 'I no mean to bother you, at all', 'Monkey dey wan kill bamboo', 'Kilamity tell me say you talk and do oga', 'Tell me wetin you fi do', 'I no mean to bother you, at all', 'Monkey dey wan kill bamboo', 'Kilamity tell me say you talk and do oga', 'Tell me wetin you fi do', 'Koroba Koroba Koroba Koroba', 'Koro, oya carry am', 'Koroba Koro Kuru Koroba Koroba', 'Koro, oya carry am', 'Koroba Koroba Koroba Koroba', 'Koro, oya carry am', 'Koro Kuru Koroba Koroba', 'Koroba, oya everybody carry your something']"
1tOp1bXhT9tvydSAGDHdQy,Stamina,https://open.spotify.com/track/1tOp1bXhT9tvydSAGDHdQy,2023-03-14,166956,False,61,185,1hfN3p0gt7f6kW8UUyehWm,Stamina,single,1hNaHKp2Za5YdOAG0WnRbc,Tiwa Savage,"['afrobeats', 'afropop', 'azonto', 'nigerian pop']",59,0.661,0.0,0.0956,0.665,-8.629,2024-05-31,"['(Tune in to the king of sounds and blues)', '[Tiwa Savage, Young Jonn]', 'Stamina, stamina', 'You go need more stamina', 'Oya raga mọ mi now', 'Make I know say you cover me now', 'So many things I can do to you', 'If only you give me the permission to', 'Give me the permission to', 'Show you the thing I carry', 'Applaudise for you (For you)', 'Make I no lie, oun dun (Oun dun)', 'Make I no lie, oun da mi lo ri ru', ""'Cause I'm so into you (Le le)"", 'So many things I can do to you', 'If only you give me the permission to', 'Give me the permission to', 'Show you the thing I carry', '[Tiwa Savage, Young Jonn]', 'Na you take my breath away', 'Ọmọ one question, sho fẹ pami?', 'Live to fight another day', 'Live to fight another day', 'So many things I can do to you', 'If only you give me the permission to', 'Give me the permission to', 'Show you the thing I carry', '[Tiwa Savage, Young Jonn]', 'Give me the permission to', 'Show you the thing I carry', '[Ayra Starr]', 'See as I dey check calender', 'I no fit wait forever', 'Jẹ ka se jiggy jagga', ""I'm charged up for you"", 'Thank God for two', 'Sexy kung-fu', 'Ready to do everything you like', ""I'll make your fire ignite"", 'Until you see the sunlight', 'Sho ti mu ra sugar', 'You will be needing plenty', '[Tiwa Savage, Young Jonn]', 'Stamina, stamina', 'You go need more stamina', 'Oya raga mọ mi now', 'Make I know say you cover me now', 'So many things I can do to you', 'If only you give me the permission to', 'Give me the permission to', 'Show you the thing I carry', 'Applaudise for you (For you)', 'Make I no lie oun dun (Oun dun)', 'Make I no lie o da mi lo ri ru', ""'Cause I'm so into you (Le le)"", 'So many things I can do to you', 'If only you give me the permission to', 'Give me the permission to', 'Show you the thing I carry', '[Tiwa Savage, Young Jonn]', 'Na you take my breath away', 'Omo one question sho fe pami', 'Live to fight another day', 'Live to fight another day', 'So many things I can do to you', 'If only you give me the permission to', 'Give me the permission to', 'Show you the thing I carry', '(Tune in to the king of sounds and blues)']"
6MyaYAxdBuVjkk15Q6P7Ew,Boripe,https://open.spotify.com/track/6MyaYAxdBuVjkk15Q6P7Ew,2020-05-17,239894,False,13,185,00Nd6dHIFcm65AmcvBNbT0,Best Of Vibes (BOV),compilation,0xI4dtFYHLpfDyzwH8BiN5,Lyrical,[],3,0.665,0.0,0.249,0.9,-9.811,2024-05-31,
0oXQppF7nPJG4ZM83OyKIG,Ayra Starr Rush Cover - Jipo,https://open.spotify.com/track/0oXQppF7nPJG4ZM83OyKIG,2022-11-18,57444,False,56,185,1PedFKW4q0kKoFmpQbG20c,Ayra Starr Rush Cover - Jipo,single,5maqW9wMj23JedEfjwg4If,Jipo,[],37,0.621,3.25e-05,0.11,0.624,-4.653,2024-05-31,
0YGSh7YrEtSQ6z4icTszc1,NDI IKE,https://open.spotify.com/track/0YGSh7YrEtSQ6z4icTszc1,2023-08-09,155644,True,52,185,7c5jgET8u1LYjNp7JEFeO4,NDI IKE,single,2s187JqHC9kipPLBLWXubl,Falz,"['afrobeats', 'afropop', 'nigerian hip hop', 'nigerian pop']",48,0.736,6.84e-06,0.102,0.686,-8.706,2024-05-31,
0iZxD850qinyHVVWA25LPQ,360,https://open.spotify.com/track/0iZxD850qinyHVVWA25LPQ,2024-03-01,148799,False,35,185,0Y6z5zNbCGEiD6dHeEUtgV,Avana (Deluxe),album,6yCYm86uDrfUteHNs6zcg1,Olivetheboy,['ghanaian pop'],50,0.629,0.233,0.152,0.673,-5.763,2024-05-31,
3HGnpIF3BYxqwKQ5gWdha7,Fallen Angel,https://open.spotify.com/track/3HGnpIF3BYxqwKQ5gWdha7,2024-03-01,200869,True,40,184,6NQLxliCb1gZqDc1QAg85Z,Bridging The Gap,album,4qgwPhVCW359a62QYueaVP,Smallgod,['asakaa'],40,0.619,0.0,0.0682,0.197,-9.2,2024-05-31,"['Smallgod', 'Oh, oh', 'Oh, la-la-la', 'Oh', 'Jungle', 'Oh', 'Oh, oh-oh', 'Oh, la-la-la', 'Oh no', 'Fortune, I wish', 'On you not few, plenty bundles', ""I'm looking out for you wherever you are (Wherever you are)"", 'Wherever you dey', 'If you say my name, I will show', ""If you call, I'll be on the road"", 'I will stay behind you for life', 'You are feeling too lost (Too lost)', 'For how long? (How long)', 'You go be a slave to your flaws', 'Will you stay on the floor?', 'I wanna see you at the top, yo', 'Make dem no go call you a flop, nah', 'Make dem no go scatter your brain', 'I need you to wake up and he say (Oh)', 'Fallen angel (Oh)', 'Where do see you? (Oh)', ""I've got questions for you (Oh)"", ""Don't run from me (Oh)"", 'Fallen angel (Oh)', 'Where do see you? (Oh)', ""I've got questions for you (Oh)"", ""Don't run from me (Oh), oh"", ""Don't run from me, no"", 'Stay right here with me', 'With me, with me', ""Don't run from me, no, no"", 'I go plenty places', 'I see plenty people', 'Different dey mind, dey carry so I know', 'For sure (And I know)', 'That we all are not the same', 'We are not from the same home', 'Nobody know my history', ""I don't know their own (History, history)"", ""But one thing I've learned to do"", 'Is to take care of my people', 'That is all I want for you', ""One thing I've learned to do"", 'Is take care of my people, oh', 'That is all I want for you', 'So he say to me', 'Fallen angel (Oh)', 'Where do see you? (Oh)', ""I've got questions for you (Oh)"", ""Don't run from me (Oh)"", 'Fallen angel (Oh)', 'Where do see you? (Oh)', ""I've got questions for you (Oh)"", ""Don't run from me (Oh), oh"", ""Don't run from me, no"", 'Stay right here with me\u2028(Oh)', 'With me, with me\u2028(Oh)', ""Don't run from me, no (Oh), no"", ""One thing I've learned to do"", 'Is take care of my people, oh']"
1MT5w1g81k0RyiWnXjJjIq,50 Billion (feat. Zlatan),https://open.spotify.com/track/1MT5w1g81k0RyiWnXjJjIq,2024-04-12,134482,False,53,184,6xr2tWr8pg5ndECtOD66lp,Jiggy Forever,album,4JM1zsVj1pt38Q8mhv5teI,Young Jonn,"['afrobeats', 'nigerian pop']",64,0.806,1.58e-06,0.0973,0.885,-6.318,2024-05-31,
